text_after_cleaning,text,tweet_id,clean_tweets
hay ootisha abayekwe bakithi abahluphi muntu nje,@vsobudula Hay ootisha abayekwe bakithi abahluphi muntu nje 😂,tweet_1528466827193483274,hay ootisha abayekwe bakithi abahluphi muntu nje 😂
so kahlekahle umoses wabona isihlahla sivutha kodwa singashi niyabona ukuthi inyaope isuka kude kanjani,So kahle-kahle uMoses wabona isihlahla 🌳 sivutha 🔥🔥 kodwa singashi😌. Niyabona ukuthi i-Nyaope isuka kude kanjani💔 https://t.co/96Li2oExVa,tweet_1220359914855501824,so kahlekahle umoses wabona isihlahla 🌳 sivutha 🔥🔥 kodwa singashi😌 niyabona ukuthi inyaope isuka kude kanjani💔
nithi u duduzane unamateku awodwa lawa amhlophe kuphela,Nithi u Duduzane unamateku awodwa lawa amhlophe kuphela?😂😂😂😂,tweet_1342365799516942336,nithi u duduzane unamateku awodwa lawa amhlophe kuphela😂😂😂😂
hau kodwa nkosyam usengaze azicelele ukuteketiswa song of the year nominee ️,Hau kodwa nkosyam usengaze azicelele ukuteketiswa?!!@NtencaneZondi #ukhozifm song of the year nominee ♥️🔥 https://t.co/OqcPmuoBpS,tweet_1468553357585530890,hau kodwa nkosyam usengaze azicelele ukuteketiswa song of the year nominee ♥️🔥
i wonder if my mom uyabona masengimtexta or call ukuthi lo uzongicela imali ke manje,I wonder if my mom uyabona masengim’texta (or call) ukuthi “lo uzongicela imali ke manje”…🤔 https://t.co/EntLGqe4xX,tweet_1552946540955721728,i wonder if my mom uyabona masengimtexta or call ukuthi lo uzongicela imali ke manje🤔
ngcono wena sesgele mina angenz nex,@KabeloMogashoa8 😢ngcono wena sesgele mina angenz nex,tweet_1541476025367945218,😢ngcono wena sesgele mina angenz nex
konje umuntu usazomelwa uku cover amabhuku eskolo for ingane yakhe mayesezele,Konje umuntu usazomelwa uku cover amabhuku eskolo for ingane yakhe mayesezele.😭,tweet_1547295600093417473,konje umuntu usazomelwa uku cover amabhuku eskolo for ingane yakhe mayesezele😭
labantu abaphundelana la uyabezwa ukuthi bathini,@Tlwano_ Labantu abaphundelana la uyabezwa ukuthi bathini? @ndhile_dlamini 😅,tweet_1375535316384239616,labantu abaphundelana la uyabezwa ukuthi bathini 😅
angilwi mina ngivumela wena lol,@Nocypho7Wolf Angilwi mina 😂😅 ngivumela wena lol,tweet_1459962627417849856,angilwi mina 😂😅 ngivumela wena lol
hhaybo abafunde ukuhlonipha nabo bayeke ukuvele basikhace kuhle kwezinja zabo ngoba izigebengu bayazibuka ngoba bezisaba once bakubuka bakweya uyavelelwa coz nami bake mangimisabapequlula iskhwama sami as if khona engithwele okungafanelwe kuphathwe,@Njinjiwami @ukhozi_fm Hhaybo abafunde ukuhlonipha nabo bayeke ukuvele basikhace kuhle kwezinja zabo ngoba izigebengu bayazibuka ngoba bezisaba once bakubuka bakweya uyavelelwa coz nami bake mangimisabapequlula iskhwama sami as if khona engithwele okungafanelwe kuphathwe 🥺🥺🥺,tweet_1221046130462658560,hhaybo abafunde ukuhlonipha nabo bayeke ukuvele basikhace kuhle kwezinja zabo ngoba izigebengu bayazibuka ngoba bezisaba once bakubuka bakweya uyavelelwa coz nami bake mangimisabapequlula iskhwama sami as if khona engithwele okungafanelwe kuphathwe 🥺🥺🥺
kubuye kushise lokhu okuxaka ukwenza mamdlovu and i feel lotion adds on,Kubuye kushise lokhu okuxaka ukwenza MaMdlovu and I feel lotion adds on. 😩 https://t.co/zifBe0J6GW,tweet_1369383026342432768,kubuye kushise lokhu okuxaka ukwenza mamdlovu and i feel lotion adds on 😩
niyathanda ukusikhulumisa noma singathandi,@Thembisile_Q Niyathanda ukusikhulumisa noma singathandi😬,tweet_1512347996897390592,niyathanda ukusikhulumisa noma singathandi😬
yona lengoma ivotelwe ubani ngob ayaziwa or le squmama esudr zulu wemaz herbalist vele savotela ingoduso yaso sisodwa mmm abayidlale bodwa bewumndeni ke bahalalisele umakoti wabo,@Phumzile__ yona lengoma ivotelwe ubani ngob ayaziwa or le squmama esuDr Zulu weMaz Herbalist vele savotela ingoduso yaso sisodwa mmm 🤔abayidlale bodwa bewumndeni ke bahalalisele umakoti wabo,tweet_1477507609032855552,yona lengoma ivotelwe ubani ngob ayaziwa or le squmama esudr zulu wemaz herbalist vele savotela ingoduso yaso sisodwa mmm 🤔abayidlale bodwa bewumndeni ke bahalalisele umakoti wabo
mudala kabi kulendima kodwa ngimane ngixakeke uma esezotshelwa abantu abangaculanga ngisho eprimary yazi abanye abant bayafana nje nalabantu abakule video abezwa ngicela ihit ngabo plz abezwa,"@DJTira mudala kabi kulendima, kodwa ngimane ngixakeke uma esezotshelwa abantu abangaculanga ngisho ePrimary. Yazi abanye abant bayafana nje nalabantu abakule video, abezwa. Ngicela i-hit ngabo plz: abezwa 🙏🙏 https://t.co/kxwxQ9EMac https://t.co/pwQJ0Q0BpW",tweet_1251413179902636032,mudala kabi kulendima kodwa ngimane ngixakeke uma esezotshelwa abantu abangaculanga ngisho eprimary yazi abanye abant bayafana nje nalabantu abakule video abezwa ngicela ihit ngabo plz abezwa 🙏🙏
istat siyayishubisa buza mina ngisazi kahle,@calibridaniels 😂😂😂😂 iStat siyayishubisa buza mina ngisazi kahle https://t.co/5rMkgQ2HV1,tweet_1312144405919232000,😂😂😂😂 istat siyayishubisa buza mina ngisazi kahle
ukuhamba kahle ushaka marine world,Ukuhamba kahle 👌 @ uShaka Marine World https://t.co/eK4nyJJI2u,tweet_1312367022345461760,ukuhamba kahle 👌 ushaka marine world
thanks sthandwasami nawe ulale kahle️️,@Ntetheh_MaZwide @mkhizesabelophi Thanks sthandwasami nawe ulale kahle❤️❤️,tweet_1370101738477346819,thanks sthandwasami nawe ulale kahle❤️❤️
but ndilapha ukuzosupporta wena theni undenza nje nah wethu,@pnpkweta But ndilapha ukuzosupport-a wena theni undenza nje nah wethu 😂😂😂,tweet_1277536870688317440,but ndilapha ukuzosupporta wena theni undenza nje nah wethu 😂😂😂
abayeke nabo ukuba mnandi kangaka bathi ipipi lithathe siphi isinqumbo,@Impicabadala_ Abayeke nabo ukuba mnandi kangaka bathi ipipi lithathe siphi isinqumbo 🍆🍆💧💧,tweet_1475501276947484679,abayeke nabo ukuba mnandi kangaka bathi ipipi lithathe siphi isinqumbo 🍆🍆💧💧
awu jesooo the rain my jog uthi umuntu uzoncipha nje,"awu jesooo, the rain? my jog? uthi umuntu uzoncipha nje?! 😑",tweet_1229777278776872961,awu jesooo the rain my jog uthi umuntu uzoncipha nje 😑
awungi shuthe ngihamba lapho please,@bhozalam05 @MaXhosaAfrica Awungi shuthe ngihamba lapho please.👌,tweet_1439571400730333190,awungi shuthe ngihamba lapho please👌
izinja zonke lezo sesisele sodwa manje,@NThetwayo Izinja zonke lezo sesisele sodwa manje 😡,tweet_1533430158824247296,izinja zonke lezo sesisele sodwa manje 😡
hawu bonke labantu abawabambi amafoni ‍️,Hawu bonke labantu abawabambi amaFoni 😬🤦🏾‍♂️,tweet_1380603120905031683,hawu bonke labantu abawabambi amafoni 😬🤦🏾‍♂️
ngeke ngidinga noma u yenzeke lento favorite from the ep,"Ngeke ngidinga noma u1 yenzeke lento, favorite from the EP 😭😭😭 #WeDontPlayTheSameGqom https://t.co/eh3umMpqJh",tweet_1319643817612615682,ngeke ngidinga noma u1 yenzeke lento favorite from the ep 😭😭😭
ngizobe ngimfunza ama strawberries,@Zamanduli_N 🤣🤣🤣🤣 ngizobe ngimfunza ama strawberries,tweet_1428328570179444743,🤣🤣🤣🤣 ngizobe ngimfunza ama strawberries
angaz ukuth wenzeni kodwa ngizoya,Angaz ukuth wenzeni kodwa ngizoya🥱😂,tweet_1336318930839859200,angaz ukuth wenzeni kodwa ngizoya🥱😂
ixoki xoh leli noma ungathini,Ixoki Xoh leli noma ungathini 👃🏿 https://t.co/tXtMsLQ7Pg,tweet_1536411126153547778,ixoki xoh leli noma ungathini 👃🏿
sekmele ugane manje madlamini khona uzovusa indoda yakho uyeke abantu abadala balale kuyabanda,"@itsjustleigh__ Sek’mele ugane manje MaDlamini khona uzovusa indoda yakho, uyeke abantu abadala balale kuyabanda 🤧",tweet_1543087215969976320,sekmele ugane manje madlamini khona uzovusa indoda yakho uyeke abantu abadala balale kuyabanda 🤧
ewu umndeni wonke uhlangene ngawe sorry,@ncami_nnn Ewu umndeni wonke uhlangene ngawe 💔😂 Sorry,tweet_1255083873882554369,ewu umndeni wonke uhlangene ngawe 💔😂 sorry
meant ngilale kahle kakhulu,@Sandie_AlexM Meant ngilale kahle kakhulu😂😂😂,tweet_1328973859735875585,meant ngilale kahle kakhulu😂😂😂
weee obani bona awubazi kahle laba anywa yebo ngyavuma,"Weee obani bona, awubazi kahle laba 😂😂.....anywa *Yebo ngyavuma* https://t.co/efTAvGobob",tweet_1243058251010322432,weee obani bona awubazi kahle laba 😂😂anywa yebo ngyavuma
kuzokhula kube iphara lokhu,Kuzokhula kube iphara lokhu 🤣🤣🤣🤣 https://t.co/sZ52iUJUSj,tweet_1396211652379430920,kuzokhula kube iphara lokhu 🤣🤣🤣🤣
baningi okmele bafunde la,Baningi okmele bafunde la😂😂 https://t.co/RlNE9nymqY,tweet_1291638643065597952,baningi okmele bafunde la😂😂
mina ngbone wena uthule nam ngathula,"Mina ngbone wena uthule, nam ngathula.🤕",tweet_1428464228835397640,mina ngbone wena uthule nam ngathula🤕
im so lonely ngihlalele ibhodlela le chivas ngedwa i was dancing earlier alone,"I'm so lonely ngihlalele ibhodlela le Chivas ngedwa, I was dancing earlier alone 😂",tweet_1338202359772680192,im so lonely ngihlalele ibhodlela le chivas ngedwa i was dancing earlier alone 😂
nami umajola wethembe mina ngapha ethekwini kulo bhuti wakwadubazana,@Maqhawe_Ngubane @Nathi_Menziwa Nami uMajola wethembe mina ngapha eThekwini kulo bhuti wakwaDubazana. 😔,tweet_1524121539213471744,nami umajola wethembe mina ngapha ethekwini kulo bhuti wakwadubazana 😔
ngilapha ngokwenyama umoya wami use pitoli ‍️,"Ngilapha ngokwenyama, umoya wami use Pitoli 🤦🏾‍♂️ https://t.co/VeVlZzNUzC",tweet_1481540744179552256,ngilapha ngokwenyama umoya wami use pitoli 🤦🏾‍♂️
kodwa ugoliathi bakithi uhlala ephuma eceleni njeuthi amadoda mesihlupha asiwabambe umphambili siwathi mfiiiiiiii,"😂😂😂😂😂😂😂Kodwa uGoliathi bakithi uhlala ephuma eceleni nje,uthi amadoda mesihlupha asiwabambe umphambili siwathi mfiiiiiiii @Zamamagic @ukhozi_fm #Luyazamazama #UkhoziFM61",tweet_1408974953370763265,😂😂😂😂😂😂😂kodwa ugoliathi bakithi uhlala ephuma eceleni njeuthi amadoda mesihlupha asiwabambe umphambili siwathi mfiiiiiiii
mdala kodwa yena kancane i think sekulungel kub nengane,@Marvin_Mkhonto1 @TheSavageSiya @DlalaChampion 🤣🤣🤣🤣🤣 mdala kodwa yena kancane I think sekulungel kub nengane,tweet_1491506464342654977,🤣🤣🤣🤣🤣 mdala kodwa yena kancane i think sekulungel kub nengane
mmm inkinga mina ismell sakhon ayy‍️,@ApheleleJody Mmm inkinga mina ismell sakhon ayy😑🗑🤾‍♂️ https://t.co/cInCHNBXkd,tweet_1407040053281492999,mmm inkinga mina ismell sakhon ayy😑🗑🤾‍♂️
uhlomu thinks mqhele is being romantic kanti cha um keepa busy khona angeke afebe,uHlomu thinks Mqhele is being romantic kanti cha um keepa busy khona angeke afebe 😂,tweet_1512161932790444036,uhlomu thinks mqhele is being romantic kanti cha um keepa busy khona angeke afebe 😂
sometimes ubukeka sengathi awuzithandi kwawena kuqale lapho ukungazithembi,🤞🤞 Sometimes ubukeka sengathi awuzithandi kwawena kuqale lapho ukungazithembi🤤 https://t.co/AlmEYMtBS0,tweet_1535315085152948227,🤞🤞 sometimes ubukeka sengathi awuzithandi kwawena kuqale lapho ukungazithembi🤤
mina ngifuna aqedele le ndaba kamkhulu ozala uramaphosa one of the lecturers,"Mina ngifuna aqedele le ndaba kamkhulu ozala uRamaphosa, one of the lecturers. 😂 https://t.co/IA15bfj0N7",tweet_1515785425960509450,mina ngifuna aqedele le ndaba kamkhulu ozala uramaphosa one of the lecturers 😂
ingeqa ku months nje sisika izikhiye,@aCko___ Ingeqa ku 18 months nje sisika izikhiye 😂😂,tweet_1249449423870005248,ingeqa ku 18 months nje sisika izikhiye 😂😂
yini kodwa bafo usholo ukuthi sekmele abe umaka boy manje,"@REZENTIIC 😅🤣🤣 yini kodwa bafo? Usholo ukuthi sekmele abe ""uMaka Boy"" manje?",tweet_1373203528718684162,😅🤣🤣 yini kodwa bafo usholo ukuthi sekmele abe umaka boy manje
ucabanga ukuth uye st georges noma epoint,@sya_nkabinde Ucabanga ukuth uye St Georges noma ePoint😂😂,tweet_1234220635569692672,ucabanga ukuth uye st georges noma epoint😂😂
just got some minutesnyana entertainment kuphume umphakathi omncane uyoshaya umuntu thizeni abanye ngala are shouting shaya and recording kulamule ivan yamaphoyisa bahlakazeka then there were claps and whistles efakwa evenini lo obeshawa ac berea rd dbn,"📣just got some 5 minutes'nyana entertainment kuphume umphakathi omncane uyoshaya umuntu thizeni. abanye ngala are shouting ""shaya!"" and recording.. kulamule i-van yamaphoyisa, bahlakazeka. then there were claps and whistles efakwa evenini lo obeshawa. a.c, berea rd, dbn",tweet_1244151009963847680,📣just got some 5 minutesnyana entertainment kuphume umphakathi omncane uyoshaya umuntu thizeni abanye ngala are shouting shaya and recording kulamule ivan yamaphoyisa bahlakazeka then there were claps and whistles efakwa evenini lo obeshawa ac berea rd dbn
hhayi lishubile lelitiyewaliphenya ke nawe i bheshu mama ku melansi aybo impela umjolo yi pandemic we ayanda yikho ngavele ngakhetha ukukholwa,@ukhozi_fm #TeatimeNoLadydwabantu #Jabulujule 😅hhayi lishubile lelitiye🤣waliphenya ke nawe i bheshu @ladydwabantu mama ku Melansi Aybo impela umjolo yi pandemic we Ayanda. Yikho ngavele ngakhetha ukukholwa,tweet_1450744513945821184,😅hhayi lishubile lelitiye🤣waliphenya ke nawe i bheshu mama ku melansi aybo impela umjolo yi pandemic we ayanda yikho ngavele ngakhetha ukukholwa
day ididi ke leli ididi nje umuntu hasnt had water the whole fucken day in the neighborhood ngiphila ngokcacamezela impilo engingayazi engangfanele futhi kwaze kwakude ekhaya,"day 116: ididi ke leli, ididi nje! umuntu hasn't had water the whole fucken day in the neighborhood, ngiphila ngok'cacamezela - impilo engingayazi, engang'fanele futhi 😡 kwaze kwakude ekhaya 😭",tweet_1285603902306516994,day 116 ididi ke leli ididi nje umuntu hasnt had water the whole fucken day in the neighborhood ngiphila ngokcacamezela impilo engingayazi engangfanele futhi 😡 kwaze kwakude ekhaya 😭
uma ngingazitholela lona leli bhungu bakithi,@sithabileNG 🤣🤣🤣🤣🤣 Uma ngingazitholela lona leli bhungu bakithi,tweet_1456142808293720064,🤣🤣🤣🤣🤣 uma ngingazitholela lona leli bhungu bakithi
ngaze ngayi enjoya le set on dankie,Ngaze ngayi enjoya le set on @Hit_Refresh Dankie @RealEchoDeep 🔥🔥 https://t.co/S7gUTRQsjD,tweet_1279201194129403905,ngaze ngayi enjoya le set on dankie 🔥🔥
mina angizi ngeni lezinto ezenzekayo mabe fika nakho ngithenge kubona,@RagnarLodbruik 😂😂 mina angizi ngeni lezinto ezenzekayo. Mabe fika nakho ngithenge kubona,tweet_1415216907196715008,😂😂 mina angizi ngeni lezinto ezenzekayo mabe fika nakho ngithenge kubona
futhi mil mncane lomjita ighost isazi sebhola lesi,Futhi 30mil mncane loMjita iGhost🤟🤟🔥🔥🔥 Isazi sebhola lesi. https://t.co/UizdgIzBgE,tweet_1269209463690493952,futhi 30mil mncane lomjita ighost🤟🤟🔥🔥🔥 isazi sebhola lesi
sino maam abanye bethu futhi,@Andz_i_am Sino ma’am abanye bethu futhi 🙈 https://t.co/4h7YK4Dn3m,tweet_1447648737870876676,sino maam abanye bethu futhi 🙈
ngyazicelela ngiwumkhulu ningadiliki engathi nidilika esihlahleni manifuna usizo la kumadm bantwana bami ngiphansi impela kodwa noqhwi ukhontana bandla kuzoqathakeka kabuhlungu angithandi ukuziphindaphinda bandla niphileniphephenijabule niyathandwa️ emakhosini,"Ngyazicelela ngiwuMkhulu; Ningadiliki engathi nidilika esihlahleni manifuna usizo la kumaDM bantwana bami. Ngiphansi impela kodwa noqhwi ukhontana bandla. Kuzoqathakeka kabuhlungu. Angithandi ukuziphindaphinda bandla 🙏🏾. Niphile,niphephe,nijabule. Niyathandwa♥️. Emakhosini 🙌🏾",tweet_1250501577091186692,ngyazicelela ngiwumkhulu ningadiliki engathi nidilika esihlahleni manifuna usizo la kumadm bantwana bami ngiphansi impela kodwa noqhwi ukhontana bandla kuzoqathakeka kabuhlungu angithandi ukuziphindaphinda bandla 🙏🏾 niphileniphephenijabule niyathandwa♥️ emakhosini 🙌🏾
lol sizothini uma kuthiwa ngicela ungithengela airtime ngizokwenzela video,@TheMom_02 @Shandu1989 Lol sizothini Uma kuthiwa ngicela ungithengela airtime ngizokwenzela video? 🤣🤣🤣🤣🤣,tweet_1420804342655987724,lol sizothini uma kuthiwa ngicela ungithengela airtime ngizokwenzela video 🤣🤣🤣🤣🤣
uyabona wena hlala lapho kini,@khumbuh_kay Uyabona wena 😂😂😂.... hlala lapho kini https://t.co/MIrqMLYPfr,tweet_1226788835172012032,uyabona wena 😂😂😂 hlala lapho kini
angidlali calculated yonke lento ngeke ngidlale nina,"@MangalaAbongile 😂😂😂😂 angidlali, calculated yonke lento... ngeke ngidlale nina",tweet_1246837828073504770,😂😂😂😂 angidlali calculated yonke lento ngeke ngidlale nina
loooool aw bafo ulokhu uxhawula nje,@XibaloN @MthoJileka @BabaloLubuzo Loooool aw bafo... Ulokhu uxhawula nje😂😂😂😂😂🤝🤝🤝🤝🤝🤝🤝🤝🤝🤝,tweet_1534421082517676032,loooool aw bafo ulokhu uxhawula nje😂😂😂😂😂🤝🤝🤝🤝🤝🤝🤝🤝🤝🤝
umuntu akasacoshi noma ishlanu,Umuntu akasacoshi noma ishlanu😒😒 https://t.co/tHtvTEb43v,tweet_1407443146175389698,umuntu akasacoshi noma ishlanu😒😒
lapho ngifike around kwathiwa umthetho awuvum ‍️,"@NqobaLongtom21 🤣🤣😭😭💀Lapho ngifike around 00:25, kwathiwa ""umthetho awuvum"" 🤦‍♂️",tweet_1325338255945060353,🤣🤣😭😭💀lapho ngifike around 0025 kwathiwa umthetho awuvum 🤦‍♂️
this night ngazithola ngise partyin ka dj touch of soul e views ukuthi kanjani nami angazi ️,"This night ngazithola ngise partyin ka Dj Touch of Soul e Views. Ukuthi kanjani, nami angazi 😹😹❤️ https://t.co/eq0fKVlZGO",tweet_1280839099906228225,this night ngazithola ngise partyin ka dj touch of soul e views ukuthi kanjani nami angazi 😹😹❤️
ngimfonele wathi umatasa nomsebenzi omkhulu futhi obucayi kabi kabi,Ngimfonele wathi umatasa nomsebenzi omkhulu futhi obucayi kabi kabi. 😂😂 https://t.co/E6vrkMzpCz,tweet_1401143282126708736,ngimfonele wathi umatasa nomsebenzi omkhulu futhi obucayi kabi kabi 😂😂
manje babuya bachomele thina nje bafo,@PhakamaniMjoka Manje babuya bachomele thina nje bafo 😂,tweet_1527633649298026496,manje babuya bachomele thina nje bafo 😂
angishuthanga sdalo ke bese ngedlula nje ngisuka ezindleleni zami zokucela iphalishi ngigqoke nesoffice,"@nozipho_poswa Angishuthanga sdalo ke. 😂 Bese ngedlula nje ngisuka ezindleleni zami zokucela iphalishi, ngigqoke nes’Office. 💀",tweet_1553666829700239360,angishuthanga sdalo ke 😂 bese ngedlula nje ngisuka ezindleleni zami zokucela iphalishi ngigqoke nesoffice 💀
kzn yonke futhi awekho,@Nalzee_K @uLeendo_lee KZN yonke futhi awekho🤞🏽,tweet_1275813067704631298,kzn yonke futhi awekho🤞🏽
ngphathela a nice tee obonayo ukuthi izongfanela,@u_ratoe Ngphathela a nice 👍🏾 tee obonayo ukuthi izongfanela! 😂,tweet_1266698103576559617,ngphathela a nice 👍🏾 tee obonayo ukuthi izongfanela 😂
months wonke hhayi suka isibaya and gomora into eyodwa manje,2 Months wonke Hhayi suka iSibaya &amp; Gomora into eYodwa manje 😂😂😂 https://t.co/KNAq6gXlX6,tweet_1339630236275679232,2 months wonke hhayi suka isibaya and gomora into eyodwa manje 😂😂😂
